,대표코드,품명,품번,경면(전면),임가공처
437,A4-650,Castagno Carducci,14-12332-101,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
438,B11-82,Castagno Carducci,14-12332-101,PM,"목림, 건창기업"
439,A3-154(★동원광주),Tribeca,14-12357-128,UK,목림
440,A3-365,Saratoga Hickory ,14-12359-102,UK,목림
441,A3-519,Jackson Hickory,14-12382-100,UK,목림
442,A3-520,Inntal Buche,14-14002-186,UK,목림
443,A3-521,Mangfall Buche,14-14013-002,UK,목림
444,B3-212,Mangfall Beech,14-14013-136,UK,목림
445,A3-114,Ellmau Beech,14-14016-120,UK,목림
446,A12-129,Stromberge Maple,14-16011-002,LT,건창기업
447,A3-90,Sylvenstein Maple,14-16013-105,UK,목림
448,A4-651,Stralsund Maple,14-16017-001,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
449,A4-654,Montreal Maple,14-16020-003,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
450,A3-874,Seefeld Maple,14-16058-001,UK,목림
451,A4-655,Seefeld Maple,14-16058-001,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
452,B54-406,Seefeld Maple,14-16058-141,ST,승은산업
453,B45-724,Wyoming Maple CN,14-16316-105,L,
454,A3-522,Wyoming Maple CN,14-16316-105,UK,목림
455,A3-523,Wyoming Maple,14-16316-106,UK,목림
456,B45-462,Calgary,14-18008-005,L,
457,HF2-32,Canyon Eurasia Oak,14-18027-001,NM,메라톤
458,B45-464,Santa Cruz Eiche,14-18030-001,L,
459,HF2-29,Santa Cruz Eiche,14-18030-001,NM,메라톤
460,HF2-30,Santa Cruz Eiche,14-18030-005,NM,메라톤
461,HF2-28,Alpha Oak,14-18040-001,NM,메라톤
462,C45-39,LOIRE OAK,14-18050-001,L,
463,B45-843,LOIRE OAK,14-18050-002,L,
464,B45-852,LOIRE OAK,14-18050-004,L,
465,C45-118,Arles Oak,14-18085-001,L,
466,C45-35,Arles Oak,14-18085-02,L,
467,C45-40,Sardes Oak,14-18089-002,L,
468,C45-119,Sardes Oak,14-18089-005,L,
469,C45-36,MODENA OAK,14-18092-002,L,
470,C45-41,Canyon Skagen Oak,14-18117-003,L,
471,C45-42,Vinovo Eiche,14-18127-001,L,
472,B62-613,Karlstad Eiche Classic CN,14-18302-104,AK,목림
473,EIR-003H,Arles Eiche,14-18386-002,동조,
474,EIR-004H,Arles Eiche,14-18386-003,동조,
475,AA1-2,Arles Eiche II,14-18386-101,동조엠보,썬플러스
476,EIR-005H,Arles Eiche,14-18386-101,동조,
477,EIR-006H,Modena Oak II,14-18394-001,동조,
478,EIR-007H,Modena Oak II,14-18394-106,동조,
479,AA1-1,Modena Oak II,14-18394-106,동조엠보,썬플러스
480,EIR-008H,Modena Oak II,14-18394-107,동조 ,
481,B62-612,Canyon Daytona Oak,14-18927-001,AK,목림
482,B45-467,Canyon daytona oak,14-18927-001,L,
483,B62-614,Nassau Oak,14-18931-101,AK,목림
484,A3-524,Lyon Nussbaum,14-20003-002,UK,목림
485,AT-780,Walnut Lyon,14-20003-004,G+ 도장 (soft touch),크라텍
486,B45-362,Walnut Lyon,14-20003-004,L,건창기업
487,A4-656,Walnut Lyon,14-20003-004,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
488,A3-33,Walnut Lyon,14-20003-004,UK,목림
489,AC-775,Walnut Lyon,14-20003-004,M2 도장 (easy coating),크라텍
490,A3-525,Lyon Nussbaum,14-20003-143,UK,목림
491,A3-237,Walnut Lyon,14-20003-149,UK,목림
492,A4-647,Walnut Lyon,14-20003-149,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
493,B59-557,Walnut Lyon,14-20003-191,LV,건창기업
494,B7-584,Walnut Lyon,14-20003-191,민자,
495,B45-185,Walnut Lyon,14-20003-191,L,건창기업
496,A3-64,Walnut Lyon,14-20003-191,UK,목림
497,B40-583,Walnut Lyon,14-20003-191,HM,
498,A3-236,Wisconsin Walnut,14-20006-003,UK,목림
499,A4-657,Wisconsin Walnut,14-20006-003,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
500,A39-725, Noce Solista ,14-20017-115,TK,목림(유사 J)
501,A3-449,Noce Solista,14-20017-115,UK,목림
502,B3-213,Noce Sondrio,14-20027-001,UK,목림
503,A3-303,Springfield Walnut,14-20030-101,UK,목림
504,C25-61,Springfield Walnut,14-20030-101,J,
505,A4-658,Springfield Walnut,14-20030-101,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
506,B45-339,Springfield Walnut,14-20030-101,L,건창기업
507,A3-182,Noce Athena,14-20034-103,UK,목림
508,C59-84,Noce Athena,14-20034-103,LV,
509,B45-263,Noce Orvieto,14-20039-100,L,건창기업
510,A14-124,Satin Walnut,14-20042-002,WT,목림
511,A14-119,Satin Walnut,14-20042-102,WT,목림
512,A25-684,Noce Narciso,14-20065-105,J,건창기업(유사 TK)
513,A3-67,Noce Narciso,14-20065-105,UK,목림
514,A3-183,Noce Narciso,14-20065-114,UK,목림
515,A24-370,Noce Narciso,14-20065-125,QT,"목림,승은산업, 제이제이데코"
516,A7-368,Noce Narciso,14-20065-125,민자,"목림,승은산업,건창기업,제이제이 데코 등"
517,A3-369,Noce Narciso,14-20065-125,UK,목림
518,B43-14,Noce Narciso,14-20065-125,목림246,목림
519,A3-197,Noce Narciso,14-20065-137,UK,목림
520,A3-660,Virginia Walnut,14-20101-001,UK,목림
521,A3-526,Virginia Walnut,14-20101-120,UK,목림
522,A3-903,Virginia Walnut II,14-20103-173,UK,목림
523,HF1-17,Canyon Summer Walnut,14-20115-어두운톤,민자 (소프트엠보),메라톤
524,A3-843,Baltimore Walnut,14-20121-106,UK,
525,A3-479,Vanguard Walnut,14-20148-114,UK,목림
526,B59-559,Vanguard Walnut,14-20148-114,LV,건창기업
527,B7-714,Vanguard Walnut,14-20148-114,민자,
528,B45-272,Vanguard Walnut,14-20148-114,L,건창기업
529,B45-692,Vanguard Walnut,14-20148-115,L,
530,A3-797,Vanguard Walnut,14-20148-115,UK,목림
531,C3-74,Vanguard Walnut,14-20148-118,UK,목림
532,B62-611,Vanguard Walnurt,14-20148-118,AK,목림
533,B59-556,Vanguard Walnut,14-20148-118,LV,건창기업
534,A3-235,Noce Dozuki,14-20157-004,UK,목림
535,A3-59,Chiavenna Walnut,14-20177-001,UK,목림
536,B3-530,Altamira Walnut,14-20179-004,UK,
537,A3-527,Noce Moscato,14-20184-005,UK,목림
538,A3-302,Noce Moscato,14-20184-109,UK,목림
539,A3-150,Noce Moscato,14-20184-125,UK,목림
540,B45-340,Columbia Walnut,14-20187-005,L,건창기업
541,A4-659,Columbia Walnut,14-20187-005,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
542,Z12-003,Columbia Walnut,14-20187-005,LT,건창기업
543,B45-360,San Diego Butternut,14-20200-002,L,건창기업
544,A3-87,San Diego Butternut,14-20200-002,UK,목림
545,A25-221,San Diego Butternut,14-20200-002,J,건창기업(유사 TK)
546,C59-86,San Diego Butternut,14-20200-002,LV,
547,A25-222,San Diego Butternut,14-20200-003,J,건창기업(유사 TK)
548,A3-88,San Diego Butternut,14-20200-003,UK,목림
549,A3-488,Fairfield Walnut,14-20212-003,UK,목림
550,C45-5,Ravello Walnut,14-20305-125,L,건창
551,B25-905,Noce Athena ,14-20310-100,J,
552,B3-88,Noce Athena,14-20310-100,UK,목림
553,A39-457,Thebes Walnut excl. ,14-20375-100,TK,목림(유사 J)
554,A3-456,Thebes Walnut excl. ,14-20375-100,UK,목림
555,A3-458,Thebes Walnut excl.,14-20375-101,UK,목림
556,A39-459,Thebes Walnut excl.,14-20375-101,TK,목림(유사 J)
557,A3-460,Thebes Walnut excl.,14-20375-102,UK,목림
558,A39-461,Thebes Walnut excl.,14-20375-102,TK,목림(유사 J)
559,B45-43,Thebes Walnut excl.,14-20375-102,L,건창기업
560,B45-44,Thebes Walnut excl.,14-20375-103,L,건창기업
561,A39-774,Thebes Walnut excl,14-20375-103,TK,목림(유사 J)
562,A3-502,Thebes Walnut excl,14-20375-103,UK,목림
563,B7-504,Thebes Walnut excl,14-20375-103,민자,
564,B59-549,Thebes Walnut excl.,14-20375-103,LV,건창기업
565,B3-847,Thebes Walnut excl.,14-20375-114,UK,
566,A3-629,Maryland Walnut CN,14-20378-101,UK,목림
567,B45-45,Maryland Walnut CN,14-20378-101,L,건창기업
568,A3-528,Columbia Nussbaum,14-20387-005,UK,목림
569,A3-34,Columbia Walnut,14-20387-100,UK,목림
570,B45-46,Columbia Walnut,14-20387-100,L,건창기업
571,B7-713,Columbia Walnut,14-20387-100,민자,
572,A25-685,Columbia Walnut,14-20387-100,J,건창기업(유사 TK)
573,C59-81,Columbia Walnut,14-20387-100,LV,
574,C12-34,Columbia Walnut,14-20387-100,LT,
575,C45-120,Ravello Walnut,14-20403-001,L,
576,C45-123,Ravello Walnut,14-20403-003,L,
577,C45-37,Ravello Walnut,14-20403-004,L,
578,C45-121,Ravello Walnut,14-20403-005,L,
579,C45-43,ORLANDO WALNUT,14-20409-002,L,
580,C45-122,Bellinzona Walnut,14-20419-001,L,
581,A3-115,Planked Natural Walnut,14-20933-105,UK,목림
582,B3-309,Cherry Tennessee,14-21013-조색11,UK,목림
583,B7-308,Cherry Tennessee,14-21013-조색11,민자,
584,B3-307,Cherry Tennessee,14-21013-조색7,UK,목림
585,B7-306,Cherry Tennessee,14-21013-조색7,민자,
586,A14-123,Memphis Cherry,14-21018-001,WT,목림
587,A14-121,Canyon Historic Cherry,14-21034-104,WT,목림
588,A24-262,Ascona Cherry,14-21047-104,QT,"목림,승은산업, 제이제이데코"
589,C3-154,Malaga Cherry,14-21077-105,UK,
590,B53-400,Nabucco Cherry transv.,14-21106-011,HS-1,승은산업
591,A3-61,Nabucco Cherry,14-21117-001,UK,목림
592,A3-673,Nabucco Cherry,14-21117-105,UK,목림
593,A3-388,Yalta Cherry excl. CN,14-21312-101,UK,목림
594,A3-389,Yalta Cherry excl. CN,14-21312-110,UK,목림
595,B3-211,Lindau Pear,14-22002-110,UK,목림
596,A3-462,Indian Apple,14-22022-107,UK,목림
597,A3-751,Indian Apple,14-22022-112,UK,목림
598,B3-63,Astoria Plum,14-22028-002,UK,목림
599,A3-151,Pear Aarau,14-22035-100,UK,목림
600,A3-567,Wallis Plum,14-22037-144,UK,목림
601,A39-455,Wallis Plum,14-22037-235,TK,목림(유사 J)
602,A3-450,Wallis Plum,14-22037-235,UK,목림
603,A3-143,Wallis Plum,14-22037-238,UK,목림
604,A7-144,Wallis Plum,14-22037-238,민자,"목림,승은산업,건창기업,제이제이 데코 등"
605,A3-726,Wallis Plum,14-22037-244,UK,목림
606,A39-727,Wallis Plum,14-22037-244,TK,목림(유사 J)
607,A39-476,Wallis Plum,14-22037-250,TK,목림(유사 J)
608,A3-475,Wallis Plum,14-22037-250,UK,목림
609,B3-234,Wallis Plum,14-22037-257,UK,목림
610,A3-185,Calvi Apple,14-22039-004,UK,목림
611,B45-787,Calvi Apple,14-22039-004,L,
612,A24-363,Calvi Apple,14-22039-121,QT,"목림,승은산업, 제이제이데코"
613,A39-489,Calvi Apple,14-22039-121,TK,목림(유사 J)
614,B45-507,Calvi Apple,14-22039-121,L,
615,A3-362,Calvi Apple,14-22039-121,UK,목림
616,B45-540,Planked Natural Merbau,14-23010-102,L,
617,B3-214,Planked Natural Merbau,14-23010-102,UK,
618,C35-157,Planked Natural Merbau,14-23010-102,SJ1,
619,B3-215,Nairobi Wenge,14-23012-109,UK,목림
620,T45-438,Arusha Wenge,14-23057-004,L,건창기업
621,A3-186,Arusha Wenge,14-23057-004,UK,목림
622,A3-162,Sunda Ebony,14-23064-003,UK,목림
623,A25-680,Acajou,14-23083-109,J,건창기업(유사 TK)
624,A3-448,Acajou,14-23083-109,UK,목림
625,A3-529,Carolina Wenge,14-23089-100,UK,목림
626,C45-44,Siwa,14-23106-001,L,
627,A24-141,Rio Palisander,14-24005-102,QT,"목림,승은산업, 제이제이데코"
628,A39-716,Rio Palisander,14-24005-102,TK,목림(유사 J)
629,A3-60,Rio Palisander,14-24005-102,UK,목림
630,B45-184,Rio Palisander,14-24005-102,L,건창기업
631,B54-404,Rio Palisander,14-24005-102,ST,승은산업
632,A3-717,Vintage Teak,14-24006-105,UK,목림
633,B43-17,Vintage Teak,14-24006-105,목림246,목림
634,B45-341,Vintage Teak,14-24006-105,L,건창기업
635,A7-718,Vintage Teak,14-24006-105,민자,"목림,승은산업,건창기업,제이제이 데코 등"
636,B3-302,Siam teak,14-24008-110,UK,목림
637,A3-605,Kandy Jacaranda,14-24009-106,UK,목림
638,B25-294,Palau Teak ,14-24029-110,J,건창기업(유사 TK)
639,A3-378,Palau Teak,14-24029-110,UK,목림
640,A25-681,Palau Teak ,14-24029-110,J,건창기업(유사 TK)
641,B43-18,Palau Teak,14-24029-110,목림246,목림
642,B45-927,Palau Teak,14-24029-111,L,
643,A39-578,Palau Teak,14-24029-111,TK,목림(유사 J)
644,A3-930,Palau Teak,14-24029-111,UK,목림
645,A25-686,Sumba Palisander,14-24053-101,J,건창기업(유사 TK)
646,A3-309,Sumba Palisander,14-24053-101,UK,목림
647,B45-361,Sumba Palisander,14-24053-101,L,건창기업
648,A3-35,Teak Select Smartboard,14-24087-103,UK,목림
649,A3-530,Bengali Mango,14-24339-101,UK,목림
650,A14-127,Agora,14-26007-104,WT,목림
651,A24-408,Linewood,14-26022-111,QT,"목림,승은산업, 제이제이데코"
652,A14-122,Linewood,14-26022-111,WT,목림
653,A3-407,Linewood,14-26022-111,UK,목림
654,B3-65,Canyon Bamboo ,14-26030-003,UK,목림
655,B3-66,Canyon Bamboo ,14-26030-004,UK,목림
656,B3-115,Frost Pine,14-26087-003,UK,목림
657,B39-90,Black Glow,14-26098-004,TK,목림(유사 J)
658,A3-618,Fineline CN,14-26312-129,UK,목림
659,A3-531,Fineline CN,14-26312-130,UK,목림
660,B35-230,Platin,14-50009-135,SJ1,청림보드 (성지라미텍 경면)
661,A7-189,Platin,14-50009-135,민자,"목림,승은산업,건창기업,제이제이 데코 등"
662,A36-406,Platin,14-50009-135,CH,청림보드(인터플러스 경면)
663,A34-188,Platin,14-50009-135,TI,건창기업
664,A34-270,Strichlack,14-50013-135,TI,건창기업 
665,A34-271,Strichlack,14-50013-138,TI,건창기업
666,A8-36,Strichlack,14-50013-138,FB,목림
667,A36-405,Strichlack,14-50013-138,CH,청림보드(인터플러스 경면)
668,A11-132,Rainbow,14-50033-002,PM,"목림, 건창기업"
669,B4-533,Nevada,14-50043-105,소프트엠보,
670,A38-427,Nevada,14-50043-105,PNS,목림(피앤데코 경면) / 엇결
671,B4-534,Nevada,14-50043-106,소프트엠보,
672,A38-419,Nevada,14-50043-106,PNS,목림(피앤데코 경면) / 엇결
673,A38-420,Nevada,14-50043-107,PNS,목림(피앤데코 경면) / 엇결
674,A38-421,Nevada,14-50043-108,PNS,목림(피앤데코 경면) / 엇결
675,B40-251,Nevada,14-50043-110,HM,목림(유사 SM)
676,A38-422,Nevada,14-50043-110,PNS,목림(피앤데코 경면) / 엇결
677,A2-11,Titan,14-50046-105,CR,목림
678,B35-231,Titan,14-50046-105,SJ1,청림보드 (성지라미텍 경면)
679,B7-298,Titan,14-50046-105,민자,"목림,승은산업,건창기업,제이제이 데코 등"
680,A34-190,Titan,14-50046-105,TI,건창기업
681,A36-443,Titan,14-50046-105,CH,청림보드(인터플러스 경면)
682,A2-12,Titan,14-50046-106,CR,목림
683,A34-267,Titan,14-50046-106,TI,건창기업
684,A36-451,Titan,14-50046-106,CH,청림보드(인터플러스 경면)
685,B7-69,Titan,14-50046-106,민자,"목림,승은산업,건창기업,제이제이 데코 등"
686,A2-13,Titan,14-50046-107,CR,목림
687,B7-70,Titan,14-50046-107,민자,"목림,승은산업,건창기업,제이제이 데코 등"
688,A36-375,Titan,14-50046-107,CH,청림보드(인터플러스 경면)
689,B35-232,Titan,14-50046-107,SJ1,청림보드 (성지라미텍 경면)
690,A34-265,Titan,14-50046-107,TI,건창기업
691,A36-376,Titan,14-50046-108,CH,청림보드(인터플러스 경면)
692,A2-14,Titan,14-50046-108,CR,목림
693,A34-266,Titan,14-50046-108,TI,건창기업
694,B7-71,Titan,14-50046-108,민자,"목림,승은산업,건창기업,제이제이 데코 등"
695,A35-340,Matera,14-50056-002,SJ1,청림보드 (성지라미텍 경면)
696,A16-203,Matera,14-50056-002,SM,"승은산업,건창기업(유사 HM)"
697,B45-465,Lamella,14-50085-002,L,
698,C59-106,Lamella,14-50085-002,LV,
699,B8-310,Polo,14-51341-106,FB,목림
700,A34-391,Clou Negativ,14-53010-108,TI,건창기업
701,A16-719,Clou Negativ,14-53010-108,SM,"승은산업,건창기업(유사 HM)"
702,A2-134,Clou Negativ,14-53010-117,CR,목림
703,A34-191,Clou Negativ,14-53010-117,TI,건창기업
704,B37-617,Rigoletto,14-54001-005,VS,
705,C65-19,Rigoletto,14-54001-005,K,승은산업
706,B56-471,Rigoletto,14-54001-005,DP,승은산업
707,B56-493,Rigoletto,14-54001-006,DP,승은산업
708,C37-100,Rigoletto,14-54001-110,VS,
709,B40-536,Rigoletto,14-54001-110,HM,
710,A1-398,Green Oasis,14-54012-002,CT,목림
711,A37-402,Green Oasis,14-54012-002,VS,청림보드(인터플러스 경면)
712,A35-371,Green Oasis,14-54012-002,SJ1,청림보드 (성지라미텍 경면)
713,A35-400,Green Oasis,14-54012-103,SJ1,청림보드 (성지라미텍 경면)
714,A1-399,Green Oasis,14-54012-103,CT,목림
715,A40-738,Green Oasis,14-54012-103,HM,목림(유사 SM)
716,A37-401,Green Oasis,14-54012-103,VS,청림보드(인터플러스 경면)
717,A35-311,Alhambra,14-54018-004,SJ1,청림보드 (성지라미텍 경면)
718,B55-407,Alhambra,14-54018-104,MM,승은산업
719,B46-587,Alhambra,14-54018-104,NS,
720,B37-160,Alhambra,14-54018-104,VS,청림보드(인터플러스 경면)
721,A35-312,Alhambra,14-54018-104,SJ1,청림보드 (성지라미텍 경면)
722,A37-734,Alhambra,14-54018-134,VS,청림보드(인터플러스 경면)
723,A35-733,Alhambra,14-54018-134,SJ1,청림보드 (성지라미텍 경면)
724,B46-588,Alhambra,14-54018-134,NS,
725,A1-732,Alhambra,14-54018-134,CT,목림
726,A16-723,Alhambra,14-54018-134,SM,"승은산업,건창기업(유사 HM)"
727,B16-578,Alhambra,14-54018-136,SM,
728,B37-304,Alhambra,14-54018-136,VS,청림보드(인터플러스 경면)
729,C65-29,Alhambra,14-54018-136,K,승은산업
730,B46-590,Alhambra,14-54018-136,NS,
731,C65-30,Alhambra,14-54018-137,K,승은산업
732,B35-459,Alhambra,14-54018-137,SJ1,
733,B16-291,Alhambra,14-54018-조색1,SM,"승은산업,건창기업(유사 HM)"
734,B37-490,Alhambra,14-54018-조색1,VS,
735,B37-380,Alhambra,14-54018-조색3,VS,청림보드(인터플러스 경면)
736,A1-178,Raw Steel,14-54020-003,CT,목림
737,A35-313,Raw Steel,14-54020-003,SJ1,청림보드 (성지라미텍 경면)
738,A40-696,Valongo,14-54031-109,HM,목림(유사 SM)
739,A37-697,Valongo,14-54031-109,VS,청림보드(인터플러스 경면)
740,A35-711,Valongo,14-54031-109,SJ1,청림보드 (성지라미텍 경면)
741,A37-699,Valongo,14-54031-110,VS,청림보드(인터플러스 경면)
742,A40-698,Valongo,14-54031-110,HM,목림(유사 SM)
743,B46-367,Valongo,14-54031-110,NS,건창기업
744,A35-712,Valongo,14-54031-110,SJ1,청림보드 (성지라미텍 경면)
745,A40-700,Valongo,14-54031-111,HM,목림(유사 SM)
746,A37-701,Valongo,14-54031-111,VS,청림보드(인터플러스 경면)
747,B16-519,Valongo,14-54031-111,SM,
748,A35-713,Valongo,14-54031-111,SJ1,청림보드 (성지라미텍 경면)
749,A35-714,Valongo,14-54031-112,SJ1,청림보드 (성지라미텍 경면)
750,A37-703,Valongo,14-54031-112,VS,청림보드(인터플러스 경면)
751,B16-520,Valongo,14-54031-112,SM,
752,A40-702,Valongo,14-54031-112,HM,목림(유사 SM)
753,B16-694,Valongo ,14-54031-113,SM,
754,B37-531,Valongo,14-54031-113,VS,
755,B37-532,Valongo,14-54031-122,VS,
756,B16-693,Valongo ,14-54031-122,SM,
757,B35-872,Travertin,14-54034-127,SJ1,
758,B56-730,Travertin,14-54034-127,DP,승은산업
759,B16-57,Travertin,14-54034-999,SM,"승은산업,건창기업(유사 HM)"
760,A35-314,Salome,14-54041-108,SJ1,청림보드 (성지라미텍 경면)
761,B46-544,Salome,14-54041-108,NS,
762,A16-663,Salome,14-54041-108,SM,"승은산업,건창기업(유사 HM)"
763,A1-135,Salome,14-54041-108,CT,목림
764,A15-381,Salome,14-54041-108,FT,목림
765,A41-805,Salome,14-54041-108,DP3,프린테크IM
766,A1-454,Salome,14-54041-174,CT,목림
767,B46-545,Salome,14-54041-174,NS,
768,A10-42,Salome,14-54041-174,DS,목림
769,A35-315,Salome,14-54041-174,SJ1,청림보드 (성지라미텍 경면)
770,A40-828,Salome,14-54041-174,HM,목림(유사 SM)
771,B46-716,Bonito,14-54042-011,NS,
772,A1-453,Bonito,14-54042-011,CT,목림
773,A35-316,Bonito,14-54042-011,SJ1,청림보드 (성지라미텍 경면)
774,A11-46,Bonito,14-54042-011,PM,"목림, 건창기업"
775,A42-807,FIORDIPELLE,14-54046-003,LE1,프린테크
776,A9-40,FIORDIPELLE,14-54046-003,CL,목림
777,B50-390,Fiordipelle,14-54046-003,CS,건창기업
778,A6-55,Fiordipelle,14-54046-003,무광,"목림,승은산업,건창기업,제이제이 데코 등"
779,A1-65,Fiordipelle,14-54046-003,CT,목림
780,B40-489,Fiordipelle,14-54046-003,HM,
781,A26-97,Twist,14-54056-002,T,건창기업
782,A8-38,Twist,14-54056-002,FB,목림
783,B40-55,Twist,14-54056-122,SM,"승은산업,건창기업(유사 HM)"
784,A8-591,Twist,14-54056-122,FB,목림
785,B44-315,Twist,14-54056-123,목림273,목림
786,A8-872,Twist,14-54056-123,FB,목림
787,B44-316,Twist,14-54056-124,목림273,목림
788,A8-873,Twist,14-54056-124,FB,목림
789,B40-56,Twist,14-54056-126,SM,"승은산업,건창기업(유사 HM)"
790,A8-39,Twist,14-54056-126,FB,목림
791,B44-27,Twist,14-54056-126,목림273,목림
792,A4-532,Twist,14-54056-138,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
793,A4-533,Twist,14-54056-156,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
794,B26-907,Twist,14-54056-187,T,
795,B16-906,Twist,14-54056-187,SM,
796,A4-534,Twist,14-54056-187,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
797,B7-808,Twist,14-54056-187,민자,
798,A4-535,Twist,14-54056-189,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
799,A4-536,Twist,14-54056-336,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
800,B8-524,Twist,14-54056-390,FB,
801,B16-916,Twist,14-54056-390,SM,
802,A35-553,Statuario Venato,14-54060-002,SJ1,청림보드 (성지라미텍 경면)
803,B46-335,Statuario Venato,14-54060-002,NS,건창기업
804,A1-80,Statuario Venato,14-54060-002,CT,목림
805,A40-616,Statuario Venato,14-54060-002,HM,목림(유사 SM)
806,A7-177,Statuario Venato,14-54060-002,민자,"목림,승은산업,건창기업,제이제이 데코 등"
807,B40-784,Statuario Venato,14-54060-117,HM,
808,C7-56,Statuario Venato,14-54060-117,민자,
809,B46-126,Grace Stone,14-54063-100,NS,건창기업
810,B16-159,Grace Stone,14-54063-103,SM,"승은산업,건창기업(유사 HM)"
811,C37-73,Grace Stone,14-54063-103,VS,
812,B46-382,Grace Stone,14-54063-103,NS,건창기업
813,B46-698,Mandu Slate,14-54066-005,NS,
814,A35-293,Veneziano,14-54067-104,SJ1,청림보드 (성지라미텍 경면)
815,B46-777,Veneziano,14-54067-104,NS,
816,B40-208,Sierra,14-54069-131,HM,목림(유사 SM)
817,C40-141,Piertra Piasentina,14-54074-002,HM,
818,C40-142,Piertra Piasentina,14-54074-003,HM,
819,A1-168,Vesuv,14-54078-001,CT,목림
820,B46-236,Vesu,14-54078-001,NS,건창기업
821,A16-160,Vesuv,14-54078-001,SM,"승은산업,건창기업(유사 HM)"
822,A35-317,Vesuv,14-54078-001,SJ1,청림보드 (성지라미텍 경면)
823,A33-84,Vesuv,14-54078-001,2337TDN,프린테크IM
824,A16-202,Vesuv,14-54078-004,SM,"승은산업,건창기업(유사 HM)"
825,A37-437,Vesuv,14-54078-004,VS,청림보드(인터플러스 경면)
826,A7-57,Vesuv,14-54078-004,민자,"목림,승은산업,건창기업,제이제이 데코 등"
827,A1-92,Vesuv,14-54078-004,CT,목림
828,A35-318,Vesuv,14-54078-004,SJ1,청림보드 (성지라미텍 경면)
829,A15-58,Vesuv,14-54078-004,FT,목림
830,A33-85,Vesuv,14-54078-004,2337TDN,프린테크IM
831,A10-43,Vesuv,14-54078-122,DS,목림
832,B51-237,Vesuv,14-54078-122,SJ1,청림보드 (성지라미텍 경면)
833,A40-829,Vesuv,14-54078-122,HM,목림(유사 SM)
834,C35-55,Colosseo,14-54079-101,SJ1,
835,B40-153,Colosseo,14-54079-101,HM,목림(유사 SM)
836,A15-167,Colosseo,14-54079-101,FT,목림
837,B56-659,Colosseo,14-54079-102,DP,승은산업
838,B40-154,Colosseo,14-54079-102,HM,목림(유사 SM)
839,B46-319,Colosseo,14-54079-102,NS,건창기업
840,B35-871,Colosseo,14-54079-102,SJ1,
841,B56-718,Colosseo,14-54079-102(중복),DP,승은산업
842,B56-717,Colosseo,14-54079-105,DP,승은산업
843,B46-368,Colosseo,14-54079-105,NS,건창기업
844,B40-155,Colosseo,14-54079-105,HM,목림(유사 SM)
845,C35-124,Colosseo,14-54079-105,SJ1,
846,B37-811,Colosseo,14-54079-107,VS,
847,A16-662,Colosseo,14-54079-107,SM,"승은산업,건창기업(유사 HM)"
848,A35-319,Colosseo,14-54079-107,SJ1,청림보드 (성지라미텍 경면)
849,A1-194,Colosseo,14-54079-107,CT,목림
850,B56-504,Colosseo,14-54079-107,DP,승은산업
851,B56-505,Colosseo,14-54079-110,DP,승은산업
852,A40-844,Colosseo,14-54079-110,HM,목림(유사 SM)
853,B46-494,Colosseo,14-54079-110,NS,
854,B35-129,Colosseo,14-54079-110,SJ1,청림보드 (성지라미텍 경면)
855,B37-430,Colosseo,14-54079-110,VS,청림보드(인터플러스 경면)
856,B40-332,Colosseo,14-54079-111,HM,목림(유사 SM)
857,B56-470,Colosseo,14-54079-111,DP,승은산업
858,B49-172,Vesuv,14-54079-L217297/10,GRT,한솔
859,B46-101,Mercurio,14-54086-006,NS,건창기업
860,A8-37,Yes,14-54097-107,FB,목림
861,B31-50,Yes,14-54097-107,F,건창기업
862,B44-28,Yes,14-54097-107,목림273,목림
863,A1-152,Solino,14-54098-004,CT,목림
864,B37-875,Solino,14-54098-004,VS,
865,A35-320,Solino,14-54098-004,SJ1,청림보드 (성지라미텍 경면)
866,A10-44,Solino,14-54098-004,DS,목림
867,B16-455,Solino,14-54098-005,SM,
868,A9-41,Solino,14-54098-005,CL,목림
869,A35-321,Solino,14-54098-005,SJ1,청림보드 (성지라미텍 경면)
870,A1-397,Solino,14-54098-005,CT,목림
871,A40-830,Solino,14-54098-005,HM,목림(유사 SM)
872,A37-926,Solino,14-54098-005,VS,청림보드(인터플러스 경면)
873,B16-456,Solino,14-54098-136,SM,
874,A35-322,Solino,14-54098-136,SJ1,청림보드 (성지라미텍 경면)
875,A1-170,Solino,14-54098-136,CT,목림
876,B37-876,Solino,14-54098-136,VS,
877,B37-877,Solino,14-54098-139,VS,
