,대표코드,품명,품번,경면(전면),임가공처
1318,A4-690,Maui,14-56075-004,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
1319,A40-793,Maui,14-56075-004,HM,목림(유사 SM)
1320,A32-212,Maui,14-56075-004,S,건창기업
1321,B46-48,Maui,14-56075-004,NS,건창기업
1322,A7-260,Maui,14-56075-004,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1323,A1-1,Maui,14-56075-004,CT,목림
1324,B42-485,Maui,14-56075-004,LE1,
1325,A37-611,Maui,14-56075-004,VS,청림보드(인터플러스 경면)
1326,B47-145,Maui,14-56075-004,JH,제이제이데코
1327,A35-849,Maui,14-56075-101,SJ1,청림보드 (성지라미텍 경면)
1328,B60-564,Maui,14-56075-101,MT,건창기업
1329,A40-794,Maui,14-56075-101,HM,목림(유사 SM)
1330,A1-753,Maui,14-56075-101,CT,목림
1331,B50-389,Maui,14-56075-101,CS,건창기업
1332,B10-592,Maui,14-56075-101,DS,목림
1333,B46-49,Maui,14-56075-101,NS,건창기업
1334,C40-46,Ticino,14-57018-001,HM,
1335,B8-863,TICINO,14-57018-001,FB,
1336,C40-47,Ticino,14-57018-002,HM,
1337,C8-7,Ticino,14-57018-103,FB,
1338,A11-131,Letra,14-57063-003,PM,"목림, 건창기업"
1339,C16-13,Tweed,14-57080-104,SM,
1340,C16-14,Tweed,14-57080-105,SM,
1341,A6-56,Tweed,14-57080-105,무광,"목림,승은산업,건창기업,제이제이 데코 등"
1342,C40-12,Tweed,14-57080-106,HM,
1343,A15-133,Tweed,14-57080-106,FT,목림
1344,A9-310,Serengeti,14-57087-001,CL,목림
1345,A31-207,Cuscino,14-57105-001,F,건창기업
1346,A8-590,Cuscino,14-57105-001,FB,목림
1347,B40-136,Cuscino,14-57105-001,HM,목림(유사 SM)
1348,B7-107,Cuscino,14-57105-001,민자,목림
1349,B8-137,Cuscino,14-57105-002,FB,목림
1350,B8-138,Cuscino,14-57105-003,FB,목림
1351,B8-139,Cuscino,14-57105-004,FB,목림
1352,B16-913,Cuscino,14-57105-112,SM,
1353,B8-333,Cuscino,14-57105-112,FB,목림
1354,C40-9,Cuscino,14-57105-115,HM,
1355,B8-631,Cuscino,14-57105-115,FB,
1356,B16-910,Cuscino,14-57105-116,SM,
1357,A31-208,Portobelo,14-57121-001,F,건창기업
1358,A8-589,Portobelo,14-57121-001,FB,목림
1359,B44-29,Portobelo,14-57121-001,목림273,목림
1360,B16-912,Portobelo,14-57121-001,SM,
1361,B8-633,Portobelo,14-57121-100,FB,
1362,A4-537,Paris,14-57142-001,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1363,A4-538,Paris,14-57142-002,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1364,A4-539,Paris,14-57142-003,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1365,A4-540,Paris,14-57142-004,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1366,A4-541,Paris,14-57142-005,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1367,B16-908,Paris,14-57142-101,SM,
1368,B8-516,Paris,14-57142-101,FB,
1369,Z4-002,Paris ,14-57142-105,소프트엠보,건창기업
1370,C40-10,Paris,14-57142-105,HM,
1371,C40-11,Paris,14-57142-122,HM,
1372,B8-632,Paris,14-57142-122,FB,
1373,Z4-001,Paris,14-57142-123,소프트엠보,건창기업
1374,B31-396,Paris,14-57142-123,F,건창기업
1375,B16-911,Paris,14-57142-123,SM,
1376,B8-363,Paris,14-57142-123,FB,목림
1377,B31-131,Cascade,14-57161-001,F,건창기업
1378,B8-130,Cascade,14-57161-001,FB,목림
1379,B62-610,Cascade,14-57161-005,AK,목림
1380,B57-413,Casablanca,14-57170-100,AF,승은산업
1381,B4-861,Casablanca,14-57170-105,소프트엠보,
1382,B8-805,Casablanca,14-57170-105,FB,
1383,B31-397,Casablanca,14-57170-106,F,건창기업
1384,B8-364,Casablanca,14-57170-106,FB,목림
1385,B46-636,Casablanca,14-57170-106,NS,
1386,B56-635,Casablanca,14-57170-106,DP,승은산업
1387,B31-398,Aurora,14-57171-101,F,건창기업
1388,B16-909,Aurora,14-57171-101,SM,
1389,B8-334,Aurora,14-57171-101,FB,목림
1390,B8-366,Aurora,14-57171-101 ,FB,목림
1391,B4-862,Aurora,14-57171-102,소프트엠보,
1392,C16-115,Lusaka,14-57198-004,SM,
1393,B8-365,Polo,14-57341-106,FB,목림
1394,B31-395,Polo,14-57341-106,F,건창기업
1395,B16-914,Polo,14-57341-106,SM,
1396,C59-85,Polo,14-57341-106,LV,
1397,B53-401,Polo,14-57341-106,HS-1,승은산업
1398,B4-373,Polo,14-57341-106,소프트엠보,
1399,A8-868,Kalamos,14-57348-002,FB,목림
1400,A40-869,Kalamos,14-57348-002,HM,목림(유사 SM)
1401,A40-871,Kalamos,14-57348-003,HM,목림(유사 SM)
1402,A8-870,Kalamos,14-57348-003,FB,목림
1403,A9-599,Unique Colors,14-60000-000,CL,목림
1404,A35-490,Smoky Grey,14-60000-008,SJ1,청림보드 (성지라미텍 경면)
1405,B50-508,Smoky Grey,14-60000-008,CS,건창기업
1406,A9-551,Smoky Grey,14-60000-008,CL,목림
1407,A40-642,Smoky Grey,14-60000-008,HM,목림(유사 SM)
1408,A42-861,Smoky Grey,14-60000-008,LE1,프린테크
1409,B45-350,Fond,14-60000-008,L,건창기업
1410,U19,Smoky Grey,14-60000-008,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1411,A11-392,Smoky Grey,14-60000-008,PM,"목림, 건창기업"
1412,A34-268,Smoky Grey,14-60000-008,TI,건창기업
1413,A35-491,Dark Cherry,14-60000-009,SJ1,청림보드 (성지라미텍 경면)
1414,A1-924,Dark Cherry ,14-60000-009,CT,목림 
1415,B37-117,Dark Cherry,14-60000-009,VS,청림보드(인터플러스 경면)
1416,A16-549,Dark Cherry,14-60000-009,SM,"승은산업,건창기업(유사 HM)"
1417,AT-881,Dark Cherry,14-60000-009,G+ 도장 (soft touch),크라텍
1418,B60-667,Dark Cherry,14-60000-009,MT,건창기업
1419,A42-848,Dark Cherry,14-60000-009,LE1,프린테크
1420,A9-822,Dark Cherry,14-60000-009,CL,목림
1421,B64-678,Dark Cherry,14-60000-009,SC,
1422,A11-50,Dark Cherry,14-60000-009,PM,"목림, 건창기업"
1423,B45-351,Fond,14-60000-009,L,건창기업
1424,A4-635,Dark Cherry,14-60000-009,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
1425,B50-275,Dark Cherry,14-60000-009,CS,건창기업
1426,U20,Dark Cherry,14-60000-009,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1427,B36-274,Dark Cherry,14-60000-009,CH,청림보드(인터플러스 경면)
1428,A11-545,True Blue,14-60000-011,PM,"목림, 건창기업"
1429,A42-808,True Blue,14-60000-011,LE1,프린테크
1430,B46-356,Fond,14-60000-011,NS,건창기업
1431,A9-694,True Blue,14-60000-011,CL,목림
1432,B50-712,True Blue,14-60000-011,CS,건창기업
1433,B36-38,True Blue,14-60000-011,CH,청림보드(인터플러스 경면) 
1434,U21,True Blue,14-60000-011,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1435,A16-542,True Blue,14-60000-011,SM,"승은산업,건창기업(유사 HM)"
1436,B37-39,True Blue,14-60000-011,VS,청림보드(인터플러스 경면)
1437,B1-37,True Blue,14-60000-011,CT,목림
1438,A35-492,True Blue,14-60000-011,SJ1,청림보드 (성지라미텍 경면)
1439,A37-757,Warm Grey,14-60000-013,VS,청림보드(인터플러스 경면)
1440,B3-616,Warm Grey,14-60000-013,UK,
1441,B62-603,Warm Grey,14-60000-013,AK,목림
1442,B61-567,Warm Grey,14-60000-013,CM,목림
1443,A16-612,Warm Grey,14-60000-013,SM,"승은산업,건창기업(유사 HM)"
1444,A9-744,Warm Grey,14-60000-013,CL,목림
1445,A42-809,Warm Grey,14-60000-013,LE1,프린테크
1446,B64-690,Warm Grey,14-60000-013,SC,
1447,A8-705,Warm Grey,14-60000-013,FB,목림
1448,B50-393,Warm Grey,14-60000-013,CS,건창기업
1449,A35-677,Warm Grey,14-60000-013,SJ1,청림보드 (성지라미텍 경면)
1450,B7-83,Warm Grey,14-60000-013,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1451,B44-30,Warm Grey,14-60000-013,목림273,목림
1452,U48,Warm Grey,14-60000-013,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1453,AT-887,Warm Grey,14-60000-013,G+ 도장 (soft touch),크라텍
1454,C56-97,Warm Grey(Fond),14-60000-013,DP,
1455,A9-572,Ice,14-60000-020,CL,목림
1456,B42-243,Ice,14-60000-020,LE1,프린테크
1457,U22,Ice,14-60000-020,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1458,B62-596,Ice,14-60000-020,AK,목림
1459,A35-493,Ice,14-60000-020,SJ1,청림보드 (성지라미텍 경면)
1460,AT-875,Tabasco,14-60000-021,G+ 도장 (soft touch),크라텍
1461,B25-352,Tabasco,14-60000-021,J,건창기업(유사 TK)
1462,B62-604,Tabasco,14-60000-021,AK,목림
1463,A16-912,Tabasco,14-60000-021,SM,"승은산업,건창기업(유사 HM)"
1464,B64-675,Tabasco,14-60000-021,SC,승은산업
1465,B60-666,Tabasco,14-60000-021,MT,건창기업
1466,A9-813,Tabasco,14-60000-021,CL,목림
1467,B58-732,Tabasco,14-60000-021,TS,
1468,B50-257,Tabasco,14-60000-021,CS,건창기업
1469,A7-789,Fond,14-60000-021,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1470,B44-342,Tabasco,14-60000-021,목림273,목림
1471,A42-892,Tabasco,14-60000-021,LE1,프린테크
1472,A35-898,Tabasco,14-60000-021,SJ1,청림보드 (성지라미텍 경면)
1473,U49,Tabasco,14-60000-021,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1474,B50-711,Petrol Blue,14-60000-022,CS,건창기업
1475,A11-51,Petrol Blue,14-60000-022,PM,"목림, 건창기업"
1476,AT-782,Petrol Blue,14-60000-022,G+ 도장 (soft touch),크라텍
1477,AC-777,Petrol Blue,14-60000-022,M2 도장 (easy coating),크라텍
1478,B64-734,Petrol Blue,14-60000-022,SC,
1479,A16-548,Petrol Blue,14-60000-022,SM,"승은산업,건창기업(유사 HM)"
1480,A9-573,Petrol Blue,14-60000-022,CL,목림
1481,B58-735,Petrol Blue,14-60000-022,TS,
1482,U23,Petrol Blue,14-60000-022,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1483,B62-597,Petrol Blue,14-60000-022,AK,목림
1484,A35-494,Petrol Blue ,14-60000-022,SJ1,청림보드 (성지라미텍 경면)
1485,B25-353,Fond,14-60000-023,J,건창기업(유사 TK)
1486,A16-544,Lavender,14-60000-023,SM,"승은산업,건창기업(유사 HM)"
1487,A11-547,Lavender,14-60000-023,PM,"목림, 건창기업"
1488,A9-823,Lavender,14-60000-023,CL,목림
1489,U24,Lavender,14-60000-023,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1490,B62-600,Lavender,14-60000-023,AK,목림
1491,A35-495,Lavender,14-60000-023,SJ1,청림보드 (성지라미텍 경면)
1492,B37-84,Dim Light,14-60000-033,VS,청림보드(인터플러스 경면)
1493,A7-480,Dim Light,14-60000-033,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1494,B44-854,Dim Light ,14-60000-033,목림273,
1495,A35-556,Dim Light,14-60000-033,SJ1,청림보드 (성지라미텍 경면)
1496,B56-853,Dim Light ,14-60000-033,DP,승은산업
1497,A16-565,Dim Light,14-60000-033,SM,"승은산업,건창기업(유사 HM)"
1498,B42-703,Dim Light,14-60000-033,LE1,
1499,U25,Dim Light,14-60000-033,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1500,A8-601,Dim Light,14-60000-033,FB,목림
1501,A36-596,Dim Light,14-60000-033,CH,청림보드(인터플러스 경면)
1502,B10-53,Dim Light,14-60000-033,DS,목림
1503,A34-272,Dim Light,14-60000-033,TI,건창기업
1504,A9-615,Dim Light,14-60000-033,CL,목림
1505,A11-52,Dim Light,14-60000-033,PM,"목림, 건창기업"
1506,A7-834,Charcoal,14-60000-034,민자,목림
1507,B62-605,Charcoal,14-60000-034,AK,목림
1508,AT-886,Charcoal,14-60000-034,G+ 도장 (soft touch),크라텍
1509,A37-847,Charcoal,14-60000-034,VS,청림보드(인터플러스 경면)
1510,A9-812,Charcoal,14-60000-034,CL,목림
1511,A35-819,Charcoal,14-60000-034,SJ1,청림보드 (성지라미텍 경면)
1512,A42-811,Charcoal,14-60000-034,LE1,프린테크
1513,B64-677,Charcoal,14-60000-034,SC,
1514,B50-357,Charcoal,14-60000-034,CS,건창기업
1515,B43-343,Charcoal,14-60000-034,목림246,목림
1516,A8-706,Charcoal,14-60000-034,FB,목림
1517,U50,Charcoal,14-60000-034,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1518,A9-932,Jade,14-60000-038,CL,목림
1519,A35-931,Jade,14-60000-038,SJ1,청림보드 (성지라미텍 경면)
1520,B50-731,Jade,14-60000-038,CS,건창기업
1521,B40-346,Jade,14-60000-038,HM,목림(유사 SM)
1522,B57-415,Jade,14-60000-038,AF,승은산업
1523,B1-345,Jade,14-60000-038,CT,목림
1524,A36-933,Jade,14-60000-038,CH,청림보드(인터플러스 경면)
1525,U51,Jade,14-60000-038,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1526,A42-934,Jade,14-60000-038,LE1,프린테크
1527,A37-896,Forest,14-60000-039,VS,청림보드(인터플러스 경면)
1528,A16-543,Forest,14-60000-039,SM,"승은산업,건창기업(유사 HM)"
1529,A11-546,Forest,14-60000-039,PM,"목림, 건창기업"
1530,B42-525,Forest,14-60000-039,LE1,
1531,A4-478,Forest,14-60000-039,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1532,B57-414,Forest,14-60000-039,AF,승은산업
1533,B50-379,Forest,14-60000-039,CS,건창기업
1534,A7-477,Forest,14-60000-039,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1535,B46-354,Fond,14-60000-039,NS,건창기업
1536,A9-597,Forest,14-60000-039,CL,목림
1537,U26,Forest,14-60000-039,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1538,A35-550,Forest,14-60000-039,SJ1,청림보드 (성지라미텍 경면)
1539,A1-888,Forest,14-60000-039,CT,목림
1540,B62-601,Forest,14-60000-039,AK,목림
1541,B57-417,Clay,14-60000-042,AF,승은산업
1542,U27,Cray,14-60000-042,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1543,A40-644,Clay,14-60000-042,HM,목림(유사 SM)
1544,B62-598,Clay,14-60000-042,AK,목림
1545,C56-93,Clay,14-60000-042,DP,
1546,U28,Mango,14-60000-145,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1547,A11-53,Pineapple,14-60000-146,PM,"목림, 건창기업"
1548,U29,Pineapple,14-60000-146,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1549,U30,Mint,14-60000-148,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1550,B62-599,Mint,14-60000-148,AK,목림
1551,U52,Pistachio,14-60000-149,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1552,C56-98,Pistachio,14-60000-149,DP,
1553,B50-710,Jeans,14-60000-150,CS,건창기업
1554,B58-736,Jeans,14-60000-150,TS,
1555,U31,Jeans,14-60000-150,NS,건창기업
1556,C16-138,Jeans,14-60000-150,SM,
1557,B45-421,Unique colors / Fond,14-60000-178,L,건창기업
1558,B37-118,Unique colors / Fond,14-60000-178,VS,청림보드(인터플러스 경면)
1559,B58-638,Unique colors / Fond,14-60000-178,TS,
1560,B56-637,Unique colors / Fond,14-60000-178,DP,승은산업
1561,A4-425,Unique colors / Fond,14-60000-178,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
1562,A9-820,Unique colors / Fond,14-60000-178,CL,목림
1563,A1-840,Unique colors / Fond,14-60000-178,CT,목림
1564,B64-689,Unique Colors/Fond,14-60000-178,SC,
1565,B50-420,Unique colors / Fond,14-60000-178,CS,건창기업
1566,A2-269,Unique colors / Fond,14-60000-178,CR,목림
1567,A36-445,Unique colors / Fond,14-60000-178,CH,청림보드(인터플러스 경면)
1568,B3-496,Unique colors / Fond,14-60000-178,UK,
1569,B42-89,Unique colors / Fond,14-60000-178,LE1,프린테크
1570,A35-674,Unique colors / Fond,14-60000-178,SJ1,청림보드 (성지라미텍 경면)
1571,U32,Unique colors / Fond,14-60000-178,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1572,B40-225,Unique Colors,14-60000-178,HM,목림(유사 SM)
1573,A11-393,Unique colors / Fond,14-60000-178,PM,"목림, 건창기업 "
1574,A1-560,Fond,14-60000-284,CT,목림
1575,A42-862,Fond,14-60000-284,LE1,프린테크
1576,A9-821,Fond,14-60000-284,CL,목림
1577,B64-680,Fond,14-60000-284,SC,
1578,A36-562,Fond,14-60000-284,CH,청림보드(인터플러스 경면)
1579,U33,Fond,14-60000-284,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1580,A35-675,Fond,14-60000-284,SJ1,청림보드 (성지라미텍 경면)
1581,B40-224,Fond,14-60000-284,HM,목림(유사 SM)
1582,B37-477,Fond,14-60000-284,VS,
1583,C58-64,Fond,14-60000-284,TS,
1584,C16-95,Fond,14-60000-284,SM,
1585,A42-909,Unique Colors,14-60000-344,LE1,프린테크
1586,A1-559,Unique Colors,14-60000-344,CT,목림
1587,A14-754,Unique Colors,14-60000-344,WT,목림
1588,A16-739,Unique Colors,14-60000-344,SM,"승은산업,건창기업(유사 HM)"
1589,AT-879,Unique Colors,14-60000-344,G+ 도장 (soft touch),크라텍
1590,B25-652,Unique Colors,14-60000-344,J,
1591,B45-651,Unique Colors,14-60000-344,L,
1592,B3-650,Unique Colors,14-60000-344,UK,
1593,B39-649,Unique Colors,14-60000-344,TK,
1594,B24-648,Unique Colors,14-60000-344,QT,
1595,B46-758,Unique Colors,14-60000-344,NS,
1596,A37-769,Unique Colors,14-60000-344,VS,청림보드(인터플러스 경면)
1597,B40-575,Unique Colors,14-60000-344,HM,
1598,B64-688,Unique Colors,14-60000-344,SC,
1599,A8-602,Unique Colors,14-60000-344,FB,목림
1600,B50-394,Unique Colors,14-60000-344,CS,건창기업
1601,A36-561,Unique Colors,14-60000-344,CH,청림보드(인터플러스 경면)
1602,U35,Unique Colors,14-60000-344,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1603,A9-668,Unique Colors,14-60000-344,CL,목림
1604,A35-901,Unique Colors,14-60000-344,SJ1,청림보드 (성지라미텍 경면)
1605,B7-799,Unique Colors,14-60000-344(중복),민자,
1606,A11-54,Pale Pink,14-60000-346,PM,"목림, 건창기업"
1607,B62-602,Pale Pink,14-60000-346,AK,목림
1608,B36-460,Pale Pink,14-60000-346,CH,청림보드(인터플러스 경면)
1609,U34,Pale Pink,14-60000-346,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1610,B3-347,Unique Colors,14-60000-394,UK,목림
1611,B45-503,Unique Colors,14-60000-394,LE1,
1612,B45-502,Unique Colors,14-60000-394,L,
1613,U53,Unique Colors,14-60000-394,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1614,A7-790,Fond,14-60000-433,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1615,A35-555,Unique Colors,14-60000-470,SJ1,청림보드 (성지라미텍 경면)
1616,AT-884,Unique color,14-60000-470,G+ 도장 (soft touch),크라텍
1617,B60-665,Unique color,14-60000-470,MT,건창기업
1618,A9-824,Unique Colors,14-60000-470,CL,목림
1619,B64-686,Unique Colors,14-60000-470,SC,
1620,B50-258,Unique color,14-60000-470,CS,건창기업
1621,B8-25,Unique Colors,14-60000-470,FB,목림
1622,B2-23,Unique Colors,14-60000-470,CR,목림
1623,B36-279,Unique Colors,14-60000-470,CH,청림보드(인터플러스 경면)
1624,B1-278,Unique Colors,14-60000-470,CT,목림
1625,U36,Unique Colors,14-60000-470,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1626,A40-927,Unique Colors,14-60000-470,HM,목림(유사 SM)
1627,A42-895,Unique Colors,14-60000-470,LE1,프린테크
1628,B10-4,Unique Colors,14-60000-470,DS,목림
1629,B37-34,Unique Colors,14-60000-470,VS,청림보드(인터플러스 경면)
1630,B50-708,Unique Colors,14-60000-471,CS,건창기업
1631,A9-825,Unique Colors,14-60000-471,CL,목림
1632,B46-355,Fond,14-60000-471,NS,건창기업
1633,U37,Unique Colors,14-60000-471,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1634,A42-893,Unique Colors,14-60000-471,LE1,프린테크
1635,A35-496,Unique Colors,14-60000-471,SJ1,청림보드 (성지라미텍 경면)
1636,B42-245,Blue,14-60000-473,LE1,프린테크
1637,U39,Blue,14-60000-473,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1638,A35-498,Blue,14-60000-473,SJ1,청림보드 (성지라미텍 경면)
1639,U41,Unique Colors,14-60000-474,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1640,A35-922,Unique Color,14-60000-475,SJ1,청림보드 (성지라미텍 경면)
1641,U40,Unique Colors,14-60000-475,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1642,B45-767,Unique Color,14-60000-475,L,
1643,B64-687,Unique Colors,14-60000-475,SC,
1644,B37-324,Unique Colors,14-60000-475,VS,청림보드(인터플러스 경면)
1645,B1-323,Unique Colors,14-60000-475,CT,목림
1646,A8-603,Unique Colors,14-60000-475,FB,목림
1647,B9-240,Unique Colors,14-60000-475,CL,목림
1648,A36-564,Unique Colors,14-60000-475,CH,청림보드(인터플러스 경면)
1649,B40-223,Unique Colors,14-60000-475,HM,목림(유사 SM)
1650,B42-51,Unique Colors,14-60000-475,LE1,프린테크
1651,A16-566,Dark Green,14-60000-503,SM,"승은산업,건창기업(유사 HM)"
1652,AT-885,Dark Green,14-60000-503,G+ 도장 (soft touch),크라텍
1653,A9-695,Dark Green,14-60000-503,CL,목림
1654,A42-810,Dark Green,14-60000-503,LE1,프린테크
1655,B64-679,Dark Green,14-60000-503,SC,
1656,B50-626,Dark Green,14-60000-503,CS,건창기업
1657,B43-344,Dark Green,14-60000-503,목림246,목림
1658,A8-707,Dark Green,14-60000-503,FB,목림
1659,B2-22,Dark Green,14-60000-503,CH,청림보드(인터플러스 경면)
1660,A35-678,Dark Green,14-60000-503,SJ1,청림보드 (성지라미텍 경면)
1661,A1-889,Dark Green,14-60000-503,CT,목림
1662,B7-32,Dark Green,14-60000-503,민자,
1663,B10-3,Dark Green,14-60000-503,DS,목림
1664,U54,Dark Green,14-60000-503,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1665,A42-907,Fond,14-60000-512,LE1,프린테크
1666,C58-15,Fond,14-60000-512,TS,
1667,AT-876,Fond,14-60000-512,G+ 도장 (soft touch),크라텍
1668,A16-913,Fond,14-60000-512,SM,"승은산업,건창기업(유사 HM)"
1669,A9-814,Fond,14-60000-512,CL,목림
1670,A35-867,Fond,14-60000-512,SJ1,청림보드 (성지라미텍 경면)
1671,B60-664,Fond,14-60000-512,MT,건창기업
1672,B64-681,Fond,14-60000-512,SC,
1673,B50-256,Fond,14-60000-512,CS,건창기업
1674,A7-788,Fond,14-60000-512,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1675,B36-277,Fond,14-60000-512,CH,청림보드(인터플러스 경면)
1676,B1-276,Fond,14-60000-512,CT,목림
1677,U55,Fond,14-60000-512,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1678,B62-606,Milkshake CN,14-60000-513,AK,목림
1679,U56,Milkshake CN,14-60000-513,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1680,C64-99,Milkshake CN,14-60000-513,SC,
1681,B64-700,Unique Colors,14-60000-546,SC,
1682,B62-607,Unique Colors,14-60000-546,AK,목림
1683,B57-418,Unique Colors,14-60000-546,AF,승은산업
1684,B8-349,Fond,14-60000-546,FB,목림
1685,U57,Unique Colors,14-60000-546,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1686,C35-105,Unique Colors,14-60000-546,SJ1,
1687,B57-416,Navy Blue,14-60000-585,AF,승은산업
1688,B50-709,Navy Blue,14-60000-585,CS,건창기업
1689,B31-120,Navy Blue,14-60000-585,F,건창기업
1690,B58-733,Navy Blue,14-60000-585,TS,
1691,B16-119,Navy Blue,14-60000-585,SM,"승은산업,건창기업(유사 HM)"
1692,B62-608,Navy Blue,14-60000-585,AK,목림
1693,B7-419,Navy Blue,14-60000-585,민자,
1694,B44-147,Navy Blue,14-60000-585,목림273,목림
1695,U58,Navy Blue,14-60000-585,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1696,B42-132, Navy Blue,14-60000-585,LE1,프린테크
1697,B42-244,Green,14-60000-850,LE1,프린테크
1698,B50-859,Green,14-60000-850,CS,건창기업
1699,A40-645,Green,14-60000-850,HM,목림(유사 SM)
1700,A35-497,Green,14-60000-850,SJ1,청림보드 (성지라미텍 경면)
1701,A9-575,Green,14-60000-850,CL,목림
1702,U38,Green,14-60000-850,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1703,B3-793,Fond,14-60000-988,UK,
1704,B7-207,Fond,14-60000-988,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1705,B7-672,Fond,14-60000-988,민자1,
1706,B1-284,Fond ,14-60000-988,CT,목림
1707,B42-206,Fond,14-60000-988,LE1,프린테크
1708,B35-205,Fond,14-60000-988,SJ1,청림보드 (성지라미텍 경면)
1709,B16-204,Fond,14-60000-988,SM,"승은산업,건창기업(유사 HM)"
1710,B37-203,Fond,14-60000-988,VS,청림보드(인터플러스 경면)
1711,B45-769,Fond,14-60000-988,L,
1712,B46-768,Fond,14-60000-988,NS,
1713,B58-869,Fond,14-60000-988,TS,
1714,B50-868,Fond,14-60000-988,CS,건창기업
1715,A1-359,Micro 3,14-61065-102,CT,목림
1716,C16-94,Manggo,14-70000-141,SM,
1717,C64-51,Unique Color,14-70000-172,SC,
1718,B58-751,Unique Colors,14-70000-172,TS,
1719,B42-837,Unique Color,14-70000-172,LE1,
1720,B35-873,Unique Color,14-70000-172,SJ1,
1721,B50-804,Unique Colors,14-70000-172,CS,건창기업
1722,A9-826,Fond,14-90010-112,CL,목림
1723,B55-813,Fond,14-90010-112,MM,
1724,A36-444,Fond,14-90010-112,CH,청림보드(인터플러스 경면)
1725,A35-676,Fond,14-90010-112,SJ1,청림보드 (성지라미텍 경면)
1726,U42,Fond,14-90010-112,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1727,B57-812,Fond,14-90010-112 ,AF,승은산업
1728,B40-571,Fond,14-90013-135,HM,
1729,A36-442,Fond,14-90013-135,CH,청림보드(인터플러스 경면)
1730,B45-501,Fond,14-90013-135,LE1,
1731,B45-500,Fond,14-90013-135,L,
1732,B3-499,Fond,14-90013-135,UK,
1733,U43,Fond,14-90013-135,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1734,A35-640,Fond,14-90013-135,SJ1,청림보드 (성지라미텍 경면)
1735,A1-639,Fond,14-90013-135,CT,목림
1736,A9-638,Fond,14-90013-135,CL,목림
1737,B64-727,Fond,14-90030-326,SC,
1738,B57-814,Keramik 54er 1300 mm,14-90038-119,AF,승은산업
1739,B64-757,Keramik 54er 1300 mm,14-90038-119,SC,
1740,B58-756,Keramik 54er 1300 mm,14-90038-119,TS,
1741,B46-755,Keramik 54er 1300 mm,14-90038-119,NS,
1742,B35-754,Keramik 54er 1300 mm,14-90038-119,SJ1,
1743,B37-753,Keramik 54er 1300 mm,14-90038-119,VS,
1744,B55-815,Keramik 54er 1300 mm,14-90038-119,MM,
1745,B63-629,Keramik 54er 1300 mm,14-90038-119,Tl,건창기업
